Year,App,Taxon,Class,Order,Family,Genus,Importer,Exporter,Condition,Purpose,Source
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Oman,Netherlands,live,Commercial,Bred in captivity
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Oman,Solomon Islands,live,Commercial,Wild
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Oman,South Africa,live,Commercial,Bred in captivity
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Panama,Cuba,live,Commercial,Bred in captivity
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Pakistan,Indonesia,live,Commercial,Bred in captivity
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Pakistan,Netherlands,live,Commercial,Bred in captivity
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Qatar,Belgium,live,Commercial,Bred in captivity
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Qatar,Belgium,live,Commercial,Bred in captivity
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Qatar,Belgium,live,Commercial,Bred in captivity
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Qatar,Kuwait,live,Personal,Bred in captivity
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Qatar,Netherlands,live,Commercial,Bred in captivity
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Qatar,Serbia,live,Commercial,Bred in captivity
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Qatar,South Africa,live,Commercial,Bred in captivity
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Turkey,Solomon Islands,live,Commercial,Wild
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Taiwan,Belgium,live,Commercial,Bred in captivity
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Taiwan,Belgium,live,Commercial,Bred in captivity
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Taiwan,Indonesia,live,Commercial,Bred in captivity
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Taiwan,New Zealand,live,Commercial,Bred in captivity
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,Taiwan,Singapore,live,Commercial,Bred in captivity
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,United States of America,Netherlands,bodies,Personal,Confiscated or seized specimens
2016,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,United States of America,Singapore,specimens,Medical,Bred in captivity
2016,II,Trichoglossus johnstoniae,Aves,Psittaciformes,Loriidae,Trichoglossus,Singapore,United States of America,live,Zoo,Born in captivity
2016,II,Trichoglossus johnstoniae,Aves,Psittaciformes,Loriidae,Trichoglossus,Taiwan,Philippines,live,Commercial,Bred in captivity
2016,II,Trichoglossus ornatus,Aves,Psittaciformes,Loriidae,Trichoglossus,Japan,Singapore,live,Commercial,Bred in captivity
2016,II,Trichoglossus ornatus,Aves,Psittaciformes,Loriidae,Trichoglossus,Netherlands,Singapore,specimens,Medical,Bred in captivity
2016,II,Trichoglossus ornatus,Aves,Psittaciformes,Loriidae,Trichoglossus,Taiwan,Belgium,live,Commercial,Bred in captivity
2016,II,Trichoglossus ornatus,Aves,Psittaciformes,Loriidae,Trichoglossus,United States of America,Singapore,specimens,Medical,Bred in captivity
2016,II,Vini kuhlii,Aves,Psittaciformes,Loriidae,Vini,United States of America,Cook Islands,specimens,Scientific,Wild
2016,II,Loris spp.,Mammalia,Primates,Lorisidae,Loris,United States of America,Cambodia,bodies,Commercial,Confiscated or seized specimens
2016,II,Perodicticus potto,Mammalia,Primates,Lorisidae,Perodicticus,Germany,Côte d'Ivoire,bones,Scientific,Wild
2016,II,Perodicticus potto,Mammalia,Primates,Lorisidae,Perodicticus,Germany,Côte d'Ivoire,hair,Scientific,Wild
2016,II,Perodicticus potto,Mammalia,Primates,Lorisidae,Perodicticus,Germany,Côte d'Ivoire,specimens,Scientific,Wild
2016,II,Loxocemus bicolor,Reptilia,Serpentes,Loxocemidae,Loxocemus,United Kingdom of Great Britain and Northern Ireland,Japan,carvings,Circus or travelling exhibition,Pre-Convention specimens
2016,II,Loxocemus bicolor,Reptilia,Serpentes,Loxocemidae,Loxocemus,Guatemala,United States of America,live,Zoo,Bred in captivity
2016,II,Loxocemus bicolor,Reptilia,Serpentes,Loxocemidae,Loxocemus,Japan,Nicaragua,live,Commercial,Bred in captivity
2016,II,Loxocemus bicolor,Reptilia,Serpentes,Loxocemidae,Loxocemus,United States of America,Nicaragua,live,Commercial,Bred in captivity
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,Germany,Côte d'Ivoire,scales,Scientific,Wild
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,Germany,Côte d'Ivoire,specimens,Scientific,Wild
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,Senegal,United States of America,skin pieces,Law enforcement / judicial / forensic,Confiscated or seized specimens
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,United States of America,Canada,bodies,Personal,Confiscated or seized specimens
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,United States of America,China,medicine,Personal,Confiscated or seized specimens
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,United States of America,China,medicine,Commercial,Confiscated or seized specimens
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,United States of America,United Kingdom of Great Britain and Northern Ireland,bodies,Personal,Confiscated or seized specimens
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,United States of America,Mexico,feet,Personal,Confiscated or seized specimens
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,United States of America,Mexico,leather products (small),Personal,Confiscated or seized specimens
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,United States of America,Vietnam,scales,Commercial,Confiscated or seized specimens
2016,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,China,Uganda,scales,Commercial,Wild
2016,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,China,Uganda,skins,Commercial,Wild
2016,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,France,Gabon,scales,Scientific,Wild
2016,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,Hong Kong,Burundi,scales,Commercial,Wild
2016,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,Laos,Uganda,scales,Commercial,Wild
2016,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,United States of America,Singapore,specimens,Scientific,Wild
2016,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,Germany,Taiwan,live,Breeding in captivity,Wild
2016,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,North Korea,China,bodies,Educational,Unknown
2016,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,United States of America,Thailand,medicine,Personal,Confiscated or seized specimens
2016,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,Singapore,United Kingdom of Great Britain and Northern Ireland,specimens,Personal,Pre-Convention specimens
2016,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,China,Congo,scales,Commercial,Wild
2016,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,France,Gabon,scales,Scientific,Wild
2016,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,United States of America,Liberia,skins,Hunting trophy,Wild
2016,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,United States of America,Liberia,skins,Personal,Wild
2016,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,United States of America,Togo,live,Zoo,Wild
2016,II,Mantella spp.,Amphibia,Anura,Mantellidae,Mantella,Spain,Madagascar,specimens,Scientific,Wild
2016,II,Mantella spp.,Amphibia,Anura,Mantellidae,Mantella,United States of America,Madagascar,specimens,Scientific,Wild
2016,II,Mantella aurantiaca,Amphibia,Anura,Mantellidae,Mantella,United Kingdom of Great Britain and Northern Ireland,Madagascar,specimens,Scientific,Wild
2016,II,Mantella aurantiaca,Amphibia,Anura,Mantellidae,Mantella,Indonesia,Madagascar,live,Commercial,Wild
2016,II,Mantella aurantiaca,Amphibia,Anura,Mantellidae,Mantella,Italy,Madagascar,specimens,Scientific,Wild
2016,II,Mantella aurantiaca,Amphibia,Anura,Mantellidae,Mantella,Japan,Canada,live,Commercial,Bred in captivity
2016,II,Mantella aurantiaca,Amphibia,Anura,Mantellidae,Mantella,Japan,Madagascar,live,Commercial,Wild
2016,II,Mantella aurantiaca,Amphibia,Anura,Mantellidae,Mantella,Japan,Netherlands,live,Commercial,Bred in captivity
2016,II,Mantella aurantiaca,Amphibia,Anura,Mantellidae,Mantella,South Korea,Germany,live,Commercial,Bred in captivity
2016,II,Mantella aurantiaca,Amphibia,Anura,Mantellidae,Mantella,Netherlands,Canada,live,Commercial,Bred in captivity
2016,II,Mantella aurantiaca,Amphibia,Anura,Mantellidae,Mantella,United States of America,Canada,live,Commercial,Bred in captivity
2016,II,Mantella aurantiaca,Amphibia,Anura,Mantellidae,Mantella,United States of America,Madagascar,live,Commercial,Wild
2016,II,Mantella aurantiaca,Amphibia,Anura,Mantellidae,Mantella,United States of America,Madagascar,specimens,Scientific,Wild
2016,II,Mantella aurantiaca,Amphibia,Anura,Mantellidae,Mantella,United States of America,Madagascar,specimens,Scientific,Wild
2016,II,Mantella baroni,Amphibia,Anura,Mantellidae,Mantella,United Kingdom of Great Britain and Northern Ireland,Madagascar,live,Commercial,Wild
2016,II,Mantella baroni,Amphibia,Anura,Mantellidae,Mantella,Hong Kong,Madagascar,live,Commercial,Wild
2016,II,Mantella baroni,Amphibia,Anura,Mantellidae,Mantella,Indonesia,Madagascar,live,Commercial,Wild
2016,II,Mantella baroni,Amphibia,Anura,Mantellidae,Mantella,Japan,Madagascar,live,Commercial,Wild
2016,II,Mantella baroni,Amphibia,Anura,Mantellidae,Mantella,United States of America,Madagascar,live,Commercial,Wild
2016,II,Mantella baroni,Amphibia,Anura,Mantellidae,Mantella,United States of America,Madagascar,specimens,Scientific,Wild
2016,II,Mantella betsileo,Amphibia,Anura,Mantellidae,Mantella,Czech Republic,Madagascar,live,Commercial,Wild
2016,II,Mantella betsileo,Amphibia,Anura,Mantellidae,Mantella,Spain,Madagascar,live,Commercial,Wild
2016,II,Mantella betsileo,Amphibia,Anura,Mantellidae,Mantella,France,Madagascar,live,Commercial,Wild
2016,II,Mantella betsileo,Amphibia,Anura,Mantellidae,Mantella,France,Madagascar,specimens,Scientific,Wild
2016,II,Mantella betsileo,Amphibia,Anura,Mantellidae,Mantella,United Kingdom of Great Britain and Northern Ireland,Madagascar,live,Commercial,Wild
2016,II,Mantella betsileo,Amphibia,Anura,Mantellidae,Mantella,Hungary,Madagascar,live,Commercial,Wild
2016,II,Mantella betsileo,Amphibia,Anura,Mantellidae,Mantella,Indonesia,Madagascar,live,Commercial,Wild
2016,II,Mantella betsileo,Amphibia,Anura,Mantellidae,Mantella,Japan,Madagascar,live,Commercial,Wild
2016,II,Mantella betsileo,Amphibia,Anura,Mantellidae,Mantella,Netherlands,Madagascar,live,Commercial,Wild
2016,II,Mantella betsileo,Amphibia,Anura,Mantellidae,Mantella,United States of America,Canada,live,Commercial,Bred in captivity
2016,II,Mantella betsileo,Amphibia,Anura,Mantellidae,Mantella,United States of America,Madagascar,live,Commercial,Wild
2016,II,Mantella cowanii,Amphibia,Anura,Mantellidae,Mantella,United States of America,Madagascar,specimens,Scientific,Wild
2016,II,Mantella crocea,Amphibia,Anura,Mantellidae,Mantella,United States of America,Madagascar,specimens,Scientific,Wild
2016,II,Mantella crocea,Amphibia,Anura,Mantellidae,Mantella,United States of America,Madagascar,specimens,Scientific,Wild
2016,II,Mantella laevigata,Amphibia,Anura,Mantellidae,Mantella,Germany,Madagascar,specimens,Scientific,Wild
2016,II,Mantella laevigata,Amphibia,Anura,Mantellidae,Mantella,United Kingdom of Great Britain and Northern Ireland,Madagascar,specimens,Scientific,Wild
2016,II,Mantella laevigata,Amphibia,Anura,Mantellidae,Mantella,United States of America,Madagascar,eggs,Scientific,Wild
2016,II,Mantella laevigata,Amphibia,Anura,Mantellidae,Mantella,United States of America,Madagascar,specimens,Scientific,Wild
2016,II,Mantella madagascariensis,Amphibia,Anura,Mantellidae,Mantella,Czech Republic,Madagascar,live,Commercial,Wild
2016,II,Mantella madagascariensis,Amphibia,Anura,Mantellidae,Mantella,Germany,Madagascar,live,Commercial,Wild
2016,II,Mantella madagascariensis,Amphibia,Anura,Mantellidae,Mantella,France,Madagascar,live,Commercial,Wild
2016,II,Mantella madagascariensis,Amphibia,Anura,Mantellidae,Mantella,United Kingdom of Great Britain and Northern Ireland,Madagascar,live,Commercial,Wild
2016,II,Mantella madagascariensis,Amphibia,Anura,Mantellidae,Mantella,Japan,Madagascar,live,Commercial,Wild
2016,II,Mantella madagascariensis,Amphibia,Anura,Mantellidae,Mantella,Netherlands,Canada,live,Commercial,Bred in captivity
2016,II,Mantella madagascariensis,Amphibia,Anura,Mantellidae,Mantella,United States of America,Canada,live,Commercial,Bred in captivity
2016,II,Mantella madagascariensis,Amphibia,Anura,Mantellidae,Mantella,United States of America,Madagascar,live,Commercial,Wild
2016,II,Mantella manery,Amphibia,Anura,Mantellidae,Mantella,Germany,Madagascar,specimens,Scientific,Wild
2016,II,Mantella milotympanum,Amphibia,Anura,Mantellidae,Mantella,United States of America,Madagascar,specimens,Scientific,Wild
2016,II,Mantella milotympanum,Amphibia,Anura,Mantellidae,Mantella,United States of America,Madagascar,specimens,Scientific,Wild
2016,II,Mantella nigricans,Amphibia,Anura,Mantellidae,Mantella,Czech Republic,Madagascar,live,Commercial,Wild
2016,II,Mantella nigricans,Amphibia,Anura,Mantellidae,Mantella,Germany,Madagascar,live,Commercial,Wild
2016,II,Mantella nigricans,Amphibia,Anura,Mantellidae,Mantella,France,Madagascar,live,Commercial,Wild
2016,II,Mantella nigricans,Amphibia,Anura,Mantellidae,Mantella,United Kingdom of Great Britain and Northern Ireland,Madagascar,live,Commercial,Wild
2016,II,Mantella nigricans,Amphibia,Anura,Mantellidae,Mantella,Hungary,Madagascar,live,Commercial,Wild
2016,II,Mantella nigricans,Amphibia,Anura,Mantellidae,Mantella,Indonesia,Madagascar,live,Commercial,Wild
2016,II,Mantella nigricans,Amphibia,Anura,Mantellidae,Mantella,Japan,Madagascar,live,Commercial,Wild
2016,II,Mantella nigricans,Amphibia,Anura,Mantellidae,Mantella,Netherlands,Madagascar,live,Commercial,Wild
2016,II,Mantella nigricans,Amphibia,Anura,Mantellidae,Mantella,United States of America,Madagascar,live,Commercial,Wild
2016,II,Mantella pulchra,Amphibia,Anura,Mantellidae,Mantella,United States of America,Madagascar,live,Commercial,Wild
2016,II,Mantella viridis,Amphibia,Anura,Mantellidae,Mantella,Netherlands,Canada,live,Commercial,Bred in captivity
2016,II,Dendrogyra cylindrus,Anthozoa,Scleractinia,Meandriniidae,Dendrogyra,Spain,Dominican Republic,specimens,Scientific,Wild
2016,II,Dichocoenia stokesii,Anthozoa,Scleractinia,Meandriniidae,Dichocoenia,Spain,Dominican Republic,specimens,Scientific,Wild
2016,II,Meandrina maeandrites,Anthozoa,Scleractinia,Meandriniidae,Meandrina,Spain,Dominican Republic,specimens,Scientific,Wild
2016,II,Meandrina maeandrites,Anthozoa,Scleractinia,Meandriniidae,Meandrina,United States of America,Curaçao,raw corals,Scientific,Wild
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,United Arab Emirates,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Argentina,Indonesia,raw corals,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Argentina,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Austria,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Belgium,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Bulgaria,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Brazil,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Canada,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Canada,Malaysia,raw corals,Commercial,Wild
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Switzerland,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,China,Indonesia,raw corals,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,China,Indonesia,raw corals,Commercial,Wild
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,China,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Costa Rica,United States of America,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Cyprus,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Czech Republic,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Germany,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Denmark,Indonesia,raw corals,Commercial,Wild
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Denmark,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Spain,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,France,Indonesia,raw corals,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,France,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,France,Tonga,live,Commercial,Wild
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,United Kingdom of Great Britain and Northern Ireland,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Greece,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Hong Kong,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Ireland,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Israel,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,India,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Iran,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Italy,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Italy,Indonesia,live,Commercial,Wild
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Japan,Indonesia,raw corals,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Japan,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,South Korea,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Kuwait,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Monaco,France,live,Zoo,Bred in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Mexico,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Malaysia,Indonesia,raw corals,Commercial,Bred in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Malaysia,Indonesia,live,Commercial,Born in captivity
2016,II,Hydnophora spp.,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Netherlands,Indonesia,live,Commercial,Born in captivity
